unit-20-03-walk.png			32		32		2			4		1
unit-20-04-walk.png			32		32		2			4		1
% DEATH
unit-00-death.png   			32		32		5			10		1
unit-01-death.png   			32		32		3			6		1
unit-02-death.png   			32		32		5			10		1
unit-03-death.png   			32		32		6			6		1
unit-04-death.png   			32		32		4			8		1
unit-05-death.png   			32		32		3			6		1
unit-06-death.png   			32		32		5			10		1
unit-07-death.png   			32		32		5			10		1
unit-08-death.png   			32		32		5			10		1
unit-09-death.png   			32		32		5			1.5		1
unit-10-death.png   			32		32		5			10		1
unit-11-death.png   			32		32		3			6		1
unit-12-death.png   			32		32		5			10		1
unit-13-death.png   			32		32		3			6		1
unit-14-death.png   			32		32		5			6		1
unit-15-death.png   			32		32		4			8		1
%unit-16-death.png   			32		32		2			4		1
%unit-17-death.png   			32		32		2			4		1
%unit-18-death.png   			32		32		2			4		1
% DEAD
unit-00-dead.png   			32		32		1			4		1
unit-01-dead.png   			32		32		1			4		1
unit-02-dead.png   			32		32		1			4		1
unit-03-dead.png   			32		32		1			4		1
unit-04-dead.png   			32		32		1			4		1
unit-05-dead.png   			32		32		1			4		1
unit-06-dead.png   			32		32		1			4		1
unit-07-dead.png   			32		32		1			4		1
unit-08-dead.png   			32		32		1			4		1
unit-09-dead.png   			32		32		1			4		1
unit-10-dead.png   			32		32		1			4		1
unit-11-dead.png   			32		32		1			4		1
unit-12-dead.png   			32		32		1			4		1
unit-13-dead.png   			32		32		1			4		1
unit-14-dead.png   			32		32		1			4		1
unit-15-dead.png   			32		32		1			4		1
%unit-16-dead.png   		32		32		1			4		1
%unit-17-dead.png   		32		32		1			4		1
%unit-18-dead.png   		32		32		1			4		1
% HURT
unit-00-hurt.png   			32		32		1			1		1
unit-01-hurt.png   			32		32		1			1		1
unit-02-hurt.png   			32		32		1			1		1
unit-03-hurt.png   			32		32		1			1		1
unit-04-hurt.png   			32		32		1			1		1
unit-05-hurt.png   			32		32		1			1		1
unit-06-hurt.png   			32		32		1			1		1
unit-07-hurt.png   			32		32		1			1		1
unit-08-hurt.png   			32		32		1			1		1
unit-09-hurt.png   			32		32		1			1		1
unit-10-hurt.png   			32		32		1			1		1
unit-11-hurt.png   			32		32		1			1		1
unit-12-hurt.png   			32		32		1			1		1
unit-13-hurt.png   			32		32		1			1		1
unit-14-hurt.png   			32		32		1			1		1
unit-15-hurt.png   			32		32		1			1		1
unit-16-hurt.png   			32		32		1			1		1
unit-17-hurt.png   			32		32		1			1		1
unit-18-hurt.png   			32		32		1			1		1
unit-19-01-hurt.png			32		32		1			1		1
unit-19-02-hurt.png			32		32		1			1		1
unit-20-01-hurt.png			32		32		1			1		1
unit-20-02-hurt.png			32		32		1			1		1
unit-20-03-hurt.png			32		32		1			1		1
unit-20-04-hurt.png			32		32		1			1		1
% ACTION 01
unit-00-action-01.png		32		32		5			10		1
unit-01-action-01.png		32		32		4			6		1
unit-02-action-01.png		32		32		4			8		1
unit-03-action-01.png		32		32		5			10		1
unit-04-action-01.png		32		32		3			10		1
unit-05-action-01.png		32		32		4			8		1
unit-06-action-01.png		80		80		4			12		1
unit-07-action-01.png		32		32		3			8		1
unit-08-action-01.png		32		32		4			6		1
unit-09-action-01.png		32		32		2			4		1
unit-10-action-01.png		32		32		10			20		1
unit-11-action-01.png		32		32		2			4		1
unit-12-action-01.png		32		32		5			10		1
unit-13-action-01.png		32		32		2			4		1
unit-14-action-01.png		32		32		2			4		1
unit-15-action-01.png		32		32		3			4		1
unit-16-action-01.png		32		32		2			4		1
unit-17-action-01.png		32		32		2			4		1
unit-18-action-01.png		32		32		2			4		1
% ACTION 02
unit-00-action-02.png		32		32		2			4		1
unit-01-action-02.png		32		32		2			4		1
unit-02-action-02.png		32		32		2			4		1
unit-03-action-02.png		32		32		1			4		1
unit-04-action-02.png		32		32		1			4		1
unit-05-action-02.png		32		32		4			8		1
unit-06-action-02.png		32		32		3			6		1
unit-07-action-02.png		32		32		1			4		1
%unit-08-action-02.png		32		32		2			4		1
%unit-09-action-02.png		32		32		2			4		1
%unit-10-action-02.png		32		32		2			4		1
%unit-11-action-02.png		32		32		2			4		1
%unit-12-action-02.png		32		32		2			4		1
%unit-13-action-02.png		32		32		2			4		1
%unit-14-action-02.png		32		32		2			4		1
%unit-15-action-02.png		32		32		2			4		1
%unit-16-action-02.png		32		32		2			4		1
%unit-17-action-02.png		32		32		2			4		1
%unit-18-action-02.png		32		32		2			4		1
% ACTION 03
unit-04-action-03.png		32		32		1			4		1

%snow

